A,B,C,D,E
-0.03263796075548716,-0.5762763085664661,0.04493646244996925,-1.1207668092897138,-1.4212074030270039
-0.9671858462692806,0.28364553463262215,-0.42852835401415035,-0.2743538688899217,-0.8242863201964457
1.5531629393115784,1.2014602950776407,-1.4614527131823736,1.880699341532748,0.6082138806755161
-1.383588667544251,-0.32486414783477896,1.9599779129891655,-0.3075062419102405,-1.0146297843246077
-2.143400424948199,-0.41998184166102165,-1.0414892330063856,-0.9929704337642585,-1.1063444557042879
0.24212019892675668,-1.138762124387594,-1.7789428345239349,1.4819344691174583,-0.2634842903580317
0.555824840446685,0.3781234330270618,0.06576593081640174,-0.10163108814189432,-0.033723071508034816
-0.005964049330549161,-0.31772975566843703,0.74643568311176,0.40947706324465444,1.0397852223635524
1.5234888464978906,1.0856050013640188,-0.6058934215726178,-0.7075415558757985,-0.5632628738202442
-1.2504887470364738,-0.4188737818273038,0.520128886983453,0.9392440057382024,0.07079678513254385
