A,B,C,D,E
0.7409722384933337,0.40721127466889645,0.8810550362084104,-0.7506868956206686,1.0023269816757188
-1.252087333457123,-1.6968692016788056,-0.10813194938906155,0.7037530697217231,-0.25039056547761035
0.7781375262448348,-0.37125000348664233,-2.2906483954728225,0.7969493020746682,0.3174462333487506
0.5181832546519558,-0.2781878293437375,-0.39052661799195315,-0.5351057112211431,-0.6576740168871484
0.6600478160180023,0.5598488074072908,1.0188139598460693,0.09182006614310391,-0.03379850106782128
0.07305062560723623,-3.1008666825054516,-0.9626971774416737,0.5756057560109403,3.4791837375178387
1.0771782328912478,-2.0596914065338354,0.8583037021124267,-0.31980271531318993,2.5534331546132774
0.3089944049738386,1.4761034965764495,-0.31661561142839934,1.399027888876366,-0.6758370169666121
-0.5547305218879023,-1.132782053565112,0.7082469348000339,1.4780560809177783,-1.0878185211296134
-0.8820567647110593,1.3059181221002458,0.43723477017099754,1.1405896327624714,-0.8172958187200987
